0 1 1.05
1 11 1.5975
10 101 25.1912183630155
100 1001 813.119276049104
300 3001 2812.00003923361
500 5001 4812.00000000138
700 3001 3191.98667998682
900 1001 1191.9999995331
990 101 291.999999995383
999 11 201.99999999709
1000 1 201.99999999709
