     1     25 1521744075    725     49      0      0     25     26     25     26     25     26     25     25     25     25
    10     25 1521740793    696     49      0      0     25     26     24     26     24     25     25     25     25     25
    20     25 1521740360    681     49      0      0     25     25     22     25     23     25     24     25     25     25
    25     25 1521740071    675     49      0      0     25     25     22     25     23     25     24     25     25     25
    30     25 1521739814    669     49      0      0     25     25     19     25     20     20     20     24     25     25
    50     25 1521739586    669     49      0      0     25     25     19     25     19     19     20     24     25     25
   100     25 1521739352    670     49      0      0     25     25     19     25     20     19     20     24     25     25
